text,intent
['I paid spear carrier for express merchant vessels but my rules of order hold just as long as regular ground shipping!'],Customer Support-Shipping Issues
['Single need a recommendation for an anti - age cream that ’ s deserving the damn money.'],Product Inquiry-Recommendations
['In which fund can One witness it?'],Product Inquiry-Availability
"[""1 ' m non happy with the calibre of the merchandise.""]",Feedback-Complaints
['What the roll in the hay are the fighting ingredients in this?'],Product Inquiry-Ingredients
"['WIN a year ’ s supply of our premium stunner products! Like this post, tag tercet friend, and share to record! # Giveaway # BeautyWin # Freebee']",Others
"[""I range an order a week ago simply haven ' t received any shipping presentment yet. Can you assure the condition?""]",Customer Support-Order Status
['How many pumps of the Vitamin Snow serum do you advocate using for the broad cheek?'],Product Inquiry-Usage Instructions
"[""Your website international relations and security network ' t letting me process a return for an undesirable product. Iodine haven ' t even open up information technology.""]",Customer Support-Returns and Refunds
['How many business twenty four hour period does it take for the software to arrive?'],Customer Support-Order Status
['Be the Velvet Mat Liquid state Lipstick in the wraith Turkish Rose stock still being produced?'],Product Inquiry-Availability
['Do you get the hair straighteners in lineage?'],Product Inquiry-Availability
['Sorry not sorry'],Feedback-Complaints
['I baffle an order speech exception notification but no other details. Follow my holy order lose or detain?'],Customer Support-Order Status
['You should consider making your customer allegiance syllabus to a greater extent rewarding with better perks.'],Feedback-Suggestions
['I love your mathematical product!'],Feedback-Compliments
['Ace am a big lover of your merchandise since they come out in the country. Would you equal interest in a coaction?'],Professional Inquiry
['This vegan product did non work for me.'],Feedback-Complaints
['How should One apply and coalesce your cream contour palette? Looking for proficiency point.'],Product Inquiry-Usage Instructions
"[""How do I return a merchandise Ace don ' liothyronine comparable?""]",Customer Support-Returns and Refunds
"[""I haven ' t used Brand_D ' sec revitalizing facial expression blood serum, ultra - hydrate dark cream, gentle foaming cleansing agent, or refreshing facial mist yet, merely reading the ingredients own really pique my curiosity!""]",Feedback-Compliments
"[""What ' s the fucking policy on refund?""]",Customer Support-Returns and Refunds
['i will purchase the blood serum'],Customer Support-Order Status
['New client special: Enjoy twenty% off your first ordering when you sign upwards for our newsletter. # NewCustomer # DiscountOffer'],Others
"[""Wherefore do you discontinue my holy holy grail brow pomade shade? One ' thousand devastated!""]",Feedback-Complaints
['I am concerned in a partnership with your brand.'],Professional Inquiry
"['What would be your recommended skin care routine for someone with combination, acne - prone pelt in their 30s?']",Product Inquiry-Recommendations
['Does information technology turn back ceramide?'],Product Inquiry-Ingredients
['The tracking info for my paraben - devoid order hasn ’ metric ton updated in days.'],Customer Support-Shipping Issues
"['This vegan cream is non working for me, can 1 get a repayment?']",Customer Support-Returns and Refunds
['How oft should I use the side masquerade?'],Product Inquiry-Usage Instructions
['biotic community of alive followers'],Professional Inquiry
['1 have a orchis allergic reaction. Do any of your eyeshadow palettes arrest nut - derived ingredients?'],Product Inquiry-Ingredients
['How exercise I use this eco - well disposed intersection?'],Product Inquiry-Usage Instructions
['I bugger off an order rescue elision notification but no former details. Is my order lost or stay?'],Customer Support-Order Status
['below anticipation'],Feedback-Complaints
['minunat'],Feedback-Compliments
['Your customer service be make love useless!'],Feedback-Complaints
['How should Iodine apply this befoulment - fighting face mask?'],Product Inquiry-Usage Instructions
"['This make up the 2nd time my package has been lost, what the hades?']",Customer Support-Shipping Issues
"[""Helium ' due south such a puss.""]",Others
['Derriere we put a meeting to talk about a potential partnership?'],Professional Inquiry
['How much is the shipping cost for this product?'],Product Inquiry-Price
['What are the toll for the change of location sizing versions of your best - selling mascara?'],Product Inquiry-Price
"[""What ' s the screw policy on repayment?""]",Customer Support-Returns and Refunds
['adore'],Feedback-Compliments
"['This vegan pick represent not working for me, tin Iodin set out a refund?']",Customer Support-Returns and Refunds
['The cargo ships carrier have had my package for over ii weeks instantly with zero updates!'],Customer Support-Shipping Issues
"[""Make you have any ointment operating theatre liquid bronzer / contour products you ' five hundred recommend for attain a natural, subtle contour?""]",Product Inquiry-Recommendations
"['My software package get damaged, what the pit?']",Customer Support-Shipping Issues
['blue golden buttons'],Product Inquiry-Ingredients
['Bathroom the blood serum be used day by day?'],Product Inquiry-Usage Instructions
['Fare you offer any bulk purchase discounts for salons that use vegan product?'],Professional Inquiry
"[""What ' s the best product for tighten wrinkles?""]",Product Inquiry-Recommendations
"[""Don ' t miss stunned on our self aggrandising sale of the class! All beauty products upwardly to sixty% turned. Workshop now and save big. # BeautySale # CosmeticsDeals""]",Others
['Be on that point a discount on the face scrub?'],Product Inquiry-Price
['Ane revel cooking in my free time.'],Others
"[""Your moisturizer constitute the best I ' ve of all time used.""]",Feedback-Compliments
"[""I can ' t find this mathematical product on your website, is information technology available surgery not?""]",Product Inquiry-Availability
['Can you suggest a practiced hydrating blood serum to use under makeup? My skin has been and so dry latterly.'],Product Inquiry-Recommendations
['Hind end it be use in combination with vitamin C?'],Product Inquiry-Usage Instructions
['lavender'],Product Inquiry-Ingredients
"['I scoured the web for a cleaner with a mousse consistency, but it was entirely present on two web site, both offering it at double the normal toll.']",Product Inquiry-Availability
"[""How much does this product price, for fuck ' atomic number 16 sake?""]",Product Inquiry-Price
"[""What ' s the full product for reducing wrinkles?""]",Product Inquiry-Recommendations
"['This holdup make up unacceptable, what the hell?']",Customer Support-Order Status
"[""There ' s an insane amount of fallout every fourth dimension Iodine use your shimmery eyeshadow palette.""]",Feedback-Complaints
['Wherefore hasn ’ t my order for the paraben - costless item shipped nonetheless?'],Customer Support-Order Status
"[""What ' s the cost of the new moisturizer?""]",Product Inquiry-Price
"[""What ' s the best fashion to remove your long - wear liquid lip rouge without drying come out my lips?""]",Product Inquiry-Usage Instructions
['Commode individual tell me if my order is coming or non?'],Customer Support-Order Status
['Do you have a store locater on your web site for eco - friendly product?'],Others
"[""Why did you stop my holy grail supercilium pomade shade? Iodine ' thou devastated!""]",Feedback-Complaints
['Is information technology ok to utilise on an irritate skin (after a cosmetic discussion )?'],Product Inquiry-Usage Instructions
['What ’ s the best cartesian product for reducing line?'],Product Inquiry-Recommendations
['My order was shipped to the unseasonable savoir faire.'],Customer Support-Shipping Issues
['Can you render an update on my order condition?'],Customer Support-Order Status
['The movie Iodin watched terminal night was real entertaining.'],Others
['vitamin a1'],Product Inquiry-Ingredients
"[""As a beauty blogger, Ace ' d love the opportunity to collaborate with your brand on tutorials operating theatre early content.""]",Professional Inquiry
['Commode I get selective information on bulk purchasing for my salon?'],Professional Inquiry
['Can someone explicate how to go for this vegan cream?'],Product Inquiry-Usage Instructions
"[""What ' s the good way to remove your long - wear fluid lipsticks without dry out kayoed my lip?""]",Product Inquiry-Usage Instructions
['What perform you recommend for dry skin?'],Product Inquiry-Recommendations
['I desire to talk over a business proposal with you.'],Professional Inquiry
['How do I request a refund for my rescript?'],Customer Support-Returns and Refunds
['Please regard using eco - favorable packaging.'],Feedback-Suggestions
['How much does the latest foundation monetary value?'],Product Inquiry-Price
"[""Ane ' five hundred making love to pick up a more affordable version of this.""]",Feedback-Suggestions
['Any tips for blending come out the emollient contour wraith from your Pro Pallet?'],Product Inquiry-Usage Instructions
['Is information technology a night unremarkable product or a clarence day 1?'],Product Inquiry-Usage Instructions
['I enjoy cook in my innocent clip.'],Others
['I am interested in a partnership with your brand.'],Professional Inquiry
['Answer you know if the vacation Glam Goddess Brush Circle will make up released again this yr?'],Product Inquiry-Availability
"[""Ane ' m a free lance makeup creative person and would love any opportunity to solve with your brand!""]",Professional Inquiry
['Can you ready a scent - gratuitous version of this product?'],Feedback-Suggestions
['Any tips for immix out the ointment form shades from your Professional Palette?'],Product Inquiry-Usage Instructions
['Great client service experience!'],Feedback-Compliments
['I am a fashion influencer and i would be intimate to work with yout brand'],Professional Inquiry
['My order live transport to the incorrect address still though I double checked it. Force out information technology be rerouted?'],Customer Support-Shipping Issues
['How the sin is this thence pricey?'],Product Inquiry-Price
['collaboration with your blade'],Professional Inquiry
"[""Rear end I return this if I ' ve expend information technology one time?""]",Customer Support-Returns and Refunds
['Single got an order deliverance exception presentment but no early details. Is my order lost or delay?'],Customer Support-Order Status
['Monetary value?'],Product Inquiry-Price
['How the hell on earth do I turn back this mathematical product?'],Customer Support-Returns and Refunds
['Establish more multi - tasking intercrossed make up peg / pick would be hence on - trend!'],Feedback-Suggestions
['Equal the limited version holiday brush set still in stores or were they an online exclusive?'],Product Inquiry-Availability
['Backside i receive a PR box seat from you?'],Professional Inquiry
['I am frustrated with the client service.'],Feedback-Complaints
"[""As a woman of color, I ' d sexual love to see your brand showcase more than diversity in your campaigns and publicizing.""]",Others
['Follow the skincare cartesian product available for bulk purchases?'],Product Inquiry-Availability
['Why is shipping thus bloody expensive?'],Customer Support-Shipping Issues
['How a great deal should I use the expression mask?'],Product Inquiry-Usage Instructions
"['What lipstick formula would you recommend for a comfortable, farseeing wear red tint?']",Product Inquiry-Recommendations
['It would be great if you volunteer more ruthlessness - free skin care.'],Feedback-Suggestions
['How do Ane get over my order status?'],Customer Support-Order Status
['direful'],Feedback-Complaints
"['Flash Sale Warning signal! Get your favorite ravisher products at up to 70% turned. Precipitation, while stocks concluding! # FlashSale # BeautyBargains']",Others
['What be your policy on reappearance and refunds?'],Customer Support-Returns and Refunds
['How buttocks I convert my shipping details?'],Customer Support-Shipping Issues
['What do you advocate for dry tegument?'],Product Inquiry-Recommendations
['Tail Iodine go a refund for an opened product?'],Customer Support-Returns and Refunds
['all important oil'],Product Inquiry-Ingredients
['My order was send to the ill timed address although I had entered the ripe one. How to re - road information technology?'],Customer Support-Shipping Issues
['How the hellhole do Atomic number 53 return this cartesian product?'],Customer Support-Returns and Refunds
"[""Single ' grand concerned in trying your brand ' s brow products. Which peerless would you suggest for entire, feathery brows?""]",Product Inquiry-Recommendations
"['My software system arrived damage, what the hell?']",Customer Support-Shipping Issues
"[""One ' m using the cream with yellows and I absolutely adore information technology! ❤ ️""]",Feedback-Compliments
"[""I ' megabyte in the market for a new eyeshadow palette. Which one from your line would you recommend for neutral, quotidian feeling?""]",Product Inquiry-Recommendations
['What are the prices for the travel size of it versions of your best - sell mascaras?'],Product Inquiry-Price
['Why be this cruelness - free makeup therefore expensive?'],Product Inquiry-Price
"[""Ane ' 1000 concerned in trying your brand ' s brow ware. Which one would you advise for full, feathered supercilium?""]",Product Inquiry-Recommendations
['atomic number 53 will purchase the serum'],Customer Support-Order Status
['Serve I need to rinse off with water after use of goods and services?'],Product Inquiry-Usage Instructions
['panax schinseng'],Product Inquiry-Ingredients
"[""Referable to the presence of retinol, if I ' thousand utilise it in the night, coif I need to apply sun protection factor in the forenoon?""]",Product Inquiry-Ingredients
['Consider add together sun protection factor to your moisturizers.'],Feedback-Suggestions
"[""I ' m a beauty blogger interested in collaborate.""]",Professional Inquiry
['How many business days does information technology read for the package to go far?'],Customer Support-Order Status
['1 got an order delivery exception apprisal but no early details. Be my order lost operating theater delayed?'],Customer Support-Order Status
['unfit'],Feedback-Complaints
['What is your best liquid eyeliner playpen for a exact winged liner look? I need something super black and smudge - substantiation.'],Product Inquiry-Recommendations
['Is the hydrate serum still in gillyflower?'],Product Inquiry-Availability
['Equal the limited version holiday brush set still in stores or were they an online exclusive?'],Product Inquiry-Availability
"[""How do Atomic number 53 return a product Ace don ' tonne like?""]",Customer Support-Returns and Refunds
['Do you offer any bank discount on eco - well disposed product?'],Product Inquiry-Price
"[""I ' m a professional MUA and enquire if you offer any pro discounts or loyalty platform I could ratify up for?""]",Professional Inquiry
"['Your make never disappoints, perpetually top lineament.']",Feedback-Compliments
['Exclusive online pass: Get a free lip balm with any leverage ended $ l. Shop like a shot and mollycoddle your lip. # FreeGift # LipCare'],Others
['What be the price of this microplastic - spare bush?'],Product Inquiry-Price
['Can you place pine tree state on your public relations list?'],Professional Inquiry
['I ’ five hundred love to see more than vegan options from your sword.'],Feedback-Suggestions
['Tooshie I apply the conditioner and the mask too?'],Product Inquiry-Usage Instructions
['Constitute in that respect a discount on the face scrub?'],Product Inquiry-Price
['Can you resend my order? Information technology never arrive!'],Customer Support-Shipping Issues
['I need a ripe oil - ascendancy production to mattify throughout the day. Do you birth any mattifying sprays operating theater blotting products?'],Product Inquiry-Recommendations
"[""Ace ' megabyte look for for an under - centre corrector to clear and color correct dark circles. Any recommendations?""]",Product Inquiry-Recommendations
"[""I ' 1000 wondering if the ointment for normal and ironical skin is more expensive now. I bought it online, and the tube personify higher but stock still at the same price. I ' m worried it power not live the original product.""]",Product Inquiry-Availability
['Can you suggest a practiced hydrating blood serum to use under makeup? My skin has been and so dry latterly.'],Product Inquiry-Recommendations
"[""I received soul else ' s order instead of my own items! This postulate to embody resolved.""]",Customer Support-Shipping Issues
['Which cleanser would you suggest for sensitive hide?'],Product Inquiry-Recommendations
['Iodine received a damaged cartesian product.'],Customer Support-Shipping Issues
['Keister you consider providing sample with decree?'],Feedback-Suggestions
['What is your return insurance?'],Customer Support-Returns and Refunds
"[""What ' s the leontyne price on this? Give notice ' t find it anyplace!""]",Product Inquiry-Price
['How much should Iodin leave it on the hair?'],Product Inquiry-Usage Instructions
"[""1 ' thou not happy with the quality of the product.""]",Feedback-Complaints
['My favorite product live'],Feedback-Compliments
['When testament my order follow surrender?'],Customer Support-Order Status
['I need an update on my club status forthwith!'],Customer Support-Order Status
"[""It ' s be 10 days and my order still show up process with no motion. When will information technology ship come out of the closet?""]",Customer Support-Order Status
['Which cleanser would you evoke for sensitive skin?'],Product Inquiry-Recommendations
"[""Preceptor ' tonne be an sob.""]",Others
['Rump you recommend a fucking respectable moisturizer for dry pelt?'],Product Inquiry-Recommendations
['I paid spear carrier for express shipping simply my decree deal just as long as steady ground shipping!'],Customer Support-Shipping Issues
"[""Brand_c represent no longer as it be! It ' s wampum""]",Feedback-Complaints
"[""Behind you watch the status of my gild? It ' s been week!""]",Customer Support-Order Status
['Do you have the pilus straightener in stock?'],Product Inquiry-Availability
['Where is my orderliness for the harshness - gratuitous products?'],Customer Support-Order Status
['Is my lodge still on it way?'],Customer Support-Order Status
['I be interested in a partnership with your mark.'],Professional Inquiry
['The cargo ships carrier have had my package for over ii weeks instantly with zero updates!'],Customer Support-Shipping Issues
"['Looking for the perfect gift? Check off out our dish gift sets. Buy nonpareil, make one 50% away. # GiftSets # BeautyGifts']",Others
"[""Can Atomic number 53 return this if Ace ' ve used it once?""]",Customer Support-Returns and Refunds
['How long do information technology take to process a refund?'],Customer Support-Returns and Refunds
['Exist information technology gonna be available in diabetes mellitus?'],Product Inquiry-Availability
['My salon cost depend to potentially start carry your full cosmetics reach. Could you provide me info?'],Professional Inquiry
['Unlock the power of nature with our organic skin care orbit. Order now and get a free eco - friendly tote bag. # OrganicBeauty # EcoFriendly'],Others
['How can buoy I receive a deduction?'],Product Inquiry-Price
"['Your hilltop products look amazing! Which one would you suggest for mortal wanting feathery, laminated forehead?']",Product Inquiry-Recommendations
['Does is moderate niacinamides?'],Product Inquiry-Ingredients
"['Your Detox clay mask contains charcoal, powerful? Just desire to double check before buying.']",Product Inquiry-Ingredients
['Follow the skincare cartesian product available for bulk purchases?'],Product Inquiry-Availability
"[""Iodine ' m thus pissed murder with the timber of this product.""]",Feedback-Complaints
['That son of a bitch cut me murder in dealings.'],Others
['unspeakable'],Feedback-Complaints
['1 noticed your concealer give dimethicone list - is this a fresh conceptualisation change?'],Product Inquiry-Ingredients
['I desire to talk over a business proposal with you.'],Professional Inquiry
"[""My software system hasn ' t arrived even so.""]",Customer Support-Shipping Issues
"[""Could you amend the heart on this bottle? Information technology ' s hard to use.""]",Feedback-Suggestions
"['The tracking information hasn ’ t update in daylight, what the nookie?']",Customer Support-Shipping Issues
"[""I force out ' t get enough of Brand_A ' southward light up vitamin C serum, the lightweight moisturizer, the exfoliate scrub, and the appeasement toner.""]",Feedback-Compliments
['I am thwarted with the customer divine service.'],Feedback-Complaints
['Kick upstairs your smasher routine with our modern subscriber line of ruthlessness - free cosmetics. Shop now and take x% off your beginning order. # CrueltyFree # BeautyRoutine'],Others
['salicylic lucy in the sky with diamonds'],Product Inquiry-Ingredients
['What equal the price of the raw lip rouge?'],Product Inquiry-Price
"['This product is bad, how exercise I acquire my money back?']",Customer Support-Returns and Refunds
['no longer in gillyflower'],Product Inquiry-Availability
['Be there a tutorial on how to use this properly?'],Product Inquiry-Usage Instructions
"[""I use the night blood serum and 1 ' m a gravid fan of it!""]",Feedback-Compliments
['Please tally more than colors to this lipstick range.'],Feedback-Suggestions
"['I need to repay a product, can you help oneself?']",Customer Support-Returns and Refunds
['The tracking information for my ordering is wrong.'],Customer Support-Shipping Issues
"[""I ' ve searched this everywhere and I couldn ' t find information technology. Be it withal usable in Romania?""]",Product Inquiry-Availability
['You should consider give your client loyalty program to a greater extent rewarding with well perks.'],Feedback-Suggestions
['Do you offer any bank discount on eco - favorable products?'],Product Inquiry-Price
['Rear end I get a repayment for an opened product?'],Customer Support-Returns and Refunds
"['This personify the second time my package induce been lost, what the hell on earth?']",Customer Support-Shipping Issues
['My order load arrived damaged with products spilling knocked out of the boxes. World health organization do Ane contact?'],Customer Support-Shipping Issues
['Pot you cater usage instructions for the hair straighteners?'],Product Inquiry-Usage Instructions
['1 need a shampoo and a mask'],Customer Support-Order Status
"[""My bundle hasn ' t arrived thus far.""]",Customer Support-Shipping Issues
['1 had an hypersensitive reaction to the micellar pee.'],Feedback-Complaints
['Your return process for the fictile - costless item is confusing.'],Customer Support-Returns and Refunds
"[""What ' s the roll in the hay insurance on refunds?""]",Customer Support-Returns and Refunds
['Can One still incur the quondam version of this product?'],Product Inquiry-Availability
['Can buoy One apply the conditioner and the masquerade too?'],Product Inquiry-Usage Instructions
"[""I ' d same to get together with your brand, world health organization should I get hold of?""]",Professional Inquiry
['Wherefore the fuck hasn ’ mt my club shipped yet?'],Customer Support-Order Status
"[""What ' s the good way to apply your Radiant Radiance Body Shimmer? ♀ ️""]",Product Inquiry-Usage Instructions
['squalene'],Product Inquiry-Ingredients
['Can I father information on bulk buying for my salon?'],Professional Inquiry
['The tracking information for my decree cost incorrect.'],Customer Support-Shipping Issues
['What the fuck are the alive element in this?'],Product Inquiry-Ingredients
"[""I ' m a dish blogger interested in cooperate.""]",Professional Inquiry
"[""I placed an monastic order a calendar week ago but haven ' t get any shipping notification still. Can you retard the status?""]",Customer Support-Order Status
['What be the directions for using the new sun blocker?'],Product Inquiry-Usage Instructions
['This equal pointless'],Feedback-Complaints
"['This product be shit, 1 want a refund!']",Customer Support-Returns and Refunds
['I want to know if this product bequeath always equal available again.'],Product Inquiry-Availability
['adore'],Feedback-Compliments
['Ar at that place any opportunities for sword ambassadors concenter on sustainable beauty?'],Professional Inquiry
"[""It ' s been over 3 week and 1 still haven ' thyroxin received my refund after repay merchandise. This be impossible!""]",Customer Support-Returns and Refunds
['Constitute in that respect a discount on the face scrub?'],Product Inquiry-Price
['Ar there any hidden cost with this?'],Product Inquiry-Price
['Can Single apply this aloe gelatin after Single had a mechanical peeling?'],Product Inquiry-Usage Instructions
['mushroom'],Product Inquiry-Ingredients
"['Trice Cut rate sale Alert! Get your favored knockout products at improving to 70% cancelled. Hurry, while stocks last! # FlashSale # BeautyBargains']",Others
['terrifically'],Feedback-Compliments
['Can it be used in combination with vitamin Blow?'],Product Inquiry-Usage Instructions
"[""I ' m a beauty blogger interested in collaborate.""]",Professional Inquiry
"[""My order verification shows rescue but Unity haven ' t received my bundle yet. What do Iodin do?""]",Customer Support-Order Status
['New product launch! Check out our latest kitchen range of constitutional skin care products. Order today and get free cargo ships on all decree. # NewArrivals # OrganicBeauty'],Others
['Sorry not sorry'],Feedback-Complaints
['A constitution setting spray would be an awesome fresh addition to your face mathematical product mountain range.'],Feedback-Suggestions
['Does is solve as a second measure in a two fold cleansing?'],Product Inquiry-Usage Instructions
"['One involve a repayment, this product caused an allergic response.']",Customer Support-Returns and Refunds
['Your website says the Professional Contour Pallette is prohibited of stock. When lavatory Ane expect a restock?'],Product Inquiry-Availability
['waiting to receive my order'],Customer Support-Shipping Issues
['Establish more multi - tasking intercrossed make up peg / pick would be hence on - trend!'],Feedback-Suggestions
['Why be ship so damn expensive?'],Customer Support-Shipping Issues
['waiting to get my order'],Customer Support-Shipping Issues
['A constitution setting nebuliser would embody an awesome new addition to your face product image.'],Feedback-Suggestions
['Your lip gloss is sticky and gloopy. Why act you convert the formula? The old unitary be so much better.'],Feedback-Complaints
['I paint a picture unfold the yield policy.'],Feedback-Suggestions
['I cost very satisfied with my purchase.'],Feedback-Compliments
['My order be ship to the incorrect address even though I double over checked information technology. Give the axe it equal rerouted?'],Customer Support-Shipping Issues
['aloe vera'],Product Inquiry-Ingredients
"[""Helium ' mho such a bastard.""]",Others
"['The product Iodin received equal damage, how can I return it?']",Customer Support-Returns and Refunds
['I look up to you for your courage'],Feedback-Compliments
"['From Brand_F, 1 love the antioxidant - full bodied twenty four hours ointment, the solace oculus gel, the deep - cleanse clay mask, and the nourishing lip balm.']",Feedback-Compliments
['Serve you offer any bulk purchase discounts for salons that expend vegan product?'],Professional Inquiry
"[""Iodine ' thou seem to feature your brand in my fund, how can we proceed?""]",Professional Inquiry
['cannot be allowed'],Feedback-Complaints
"[""I can ' t get decent of Brand_A ' reciprocal ohm brighten vitamin Degree celsius serum, the lightweight moisturizer, the exfoliating scouring, and the appeasement toner.""]",Feedback-Compliments
['Your getting even cognitive process is confusing as fuck.'],Customer Support-Returns and Refunds
"[""What ' s the price percentage point for your new High - Def Liquid Highlight? Couldn ' t find it listed. Do you happen to know the cost of your top - selling mascara in the travel / mini size? The Body Butter seems expensive - is it sell individually or as role of a set? Could you allow me eff how much your rage - favorite Refulgence Primer retails for?""]",Product Inquiry-Price
['What lip liner would you propose for preventing feathering and make lipstick last place longer?'],Product Inquiry-Recommendations
"[""As a beauty blogger, I ' d love the opportunity to get together with your sword on tutorial or other message.""]",Professional Inquiry
['Please consider using eco - friendly promotional material.'],Feedback-Suggestions
"['The cream with yellows personify part of my routine, and Ace just love information technology! ❤ ️']",Feedback-Compliments
['Around how many pumps of serum would you recommend for the replete face and neck?'],Product Inquiry-Usage Instructions
"[""I ' m a knockout blogger concerned in potentially collaborating on tutorial / content.""]",Professional Inquiry
['Consider add together sun protection factor to your moisturizers.'],Feedback-Suggestions
['Please consider using eco - friendly promotional material.'],Feedback-Suggestions
"[""Unity couldn ' t notice it in supermarkets.""]",Product Inquiry-Availability
['I looked everywhere for this product and I couldn ’ metric ton find information technology! Seat you tell me it ’ s notwithstanding develop?'],Product Inquiry-Availability
"[""Unity need a volumizing mascara that doesn ' t cluster or peel. Any passport from your line?""]",Product Inquiry-Recommendations
"[""Shtup this, Atomic number 53 ' metre done!""]",Others
['What backtalk line drive would you suggest for forbid feathering and making lipstick last longer?'],Product Inquiry-Recommendations
"[""I ' m a professional MUA and wondered if you declare oneself any pro discounts operating room trueness programs I could sign upward for?""]",Professional Inquiry
"[""Information technology ' s not fine""]",Feedback-Complaints
['bakuchiol'],Product Inquiry-Ingredients
['Are the mineral sunscreens you use nano operating room non - nano mote? I prefer non - nano for safety.'],Product Inquiry-Ingredients
"[""She ' s acting like a cunt.""]",Others
['Unleash the secret to flawless hide! Click the link in our bio to discover our top - rated peach ware and savor a 30% deduction! # SkincareRoutine # Price reduction'],Others
['Tail end I have a refund for this shitty transportation service?'],Customer Support-Shipping Issues
"[""Keister someone help me with a regaining? This be talk through one's hat.""]",Customer Support-Returns and Refunds
"['The product I get live damaged, how can I hark back it?']",Customer Support-Returns and Refunds
['Say goodbye to wrinkles and hello to youthful skin! Our rotatory anti - aging serum is now available. Shop now and get a destitute sample distribution with every social club! # AntiAging # BeautyTips'],Others
"[""Why did you discontinue my holy grail lengthen mascara formula? Unity ' k lay waste to!""]",Feedback-Complaints
['I love travel to fresh places around the world.'],Others
"[""Can you induce this intersection in a big size? It ' s too small.""]",Feedback-Suggestions
['What constitute the independent ingredients in the revitalizing night cream?'],Product Inquiry-Ingredients
['A makeup stage setting spray would be an awesome plus to your existing fount line.'],Feedback-Suggestions
['I be a large sports fan of your products since they appear in the country. Would you be concern in a collaboration?'],Professional Inquiry
['When bequeath my ordination be delivered?'],Customer Support-Order Status
['Ace equal thwarted with the customer service.'],Feedback-Complaints
['Can you provide the full component list for the brightening masque?'],Product Inquiry-Ingredients
"[""I ' g looking to attempt ane of your glow / radiance boosting primers or setting spraying. Which 1 would you suggest?""]",Product Inquiry-Recommendations
['Where I can watch the status of my decree?'],Customer Support-Order Status
['Arse you update me on my rescript status?'],Customer Support-Order Status
['adore'],Feedback-Compliments
['Why follow your refund process so bloody slow?'],Customer Support-Returns and Refunds
['Ar there any opportunities for ware reviewers?'],Professional Inquiry
"[""Fanny I return this if I ' ve used information technology formerly?""]",Customer Support-Returns and Refunds
['Is it a nox everyday product or a solar day unrivalled?'],Product Inquiry-Usage Instructions
['Do you take the anti - age cream available?'],Product Inquiry-Availability
['Your skin care line for acne - prone skin have be a biz changer!'],Feedback-Compliments
['Tooshie I apply the conditioner and the mask too?'],Product Inquiry-Usage Instructions
['My orderliness be send to the incorrect computer address although I had entered the right one. How to re - route information technology?'],Customer Support-Shipping Issues
['Iodine received a damaged cartesian product.'],Customer Support-Shipping Issues
"[""Answer you consume any color correcting products you ' five hundred recommend for my shadow circles and redness?""]",Product Inquiry-Recommendations
['Can you make a fragrance - liberal version of this vegan merchandise?'],Feedback-Suggestions
"['The product I received comprise damage, how potty I return it?']",Customer Support-Returns and Refunds
['Behave information technology contain perfume?'],Product Inquiry-Ingredients
['Your internet site says the Professional Contour Pallet is out of fund. When can Iodine expect a restock?'],Product Inquiry-Availability
['Undivided online offer: Get a spare lip salve with any leverage complete $ fifty. Shop straight off and pamper your lips. # FreeGift # LipCare'],Others
['It would be great if you offer more fragrance - free options.'],Feedback-Suggestions
['crucial oil'],Product Inquiry-Ingredients
['Iodin require to talk over a business proposal with you.'],Professional Inquiry
"[""When will you be restocking the Radiant Glow highlighter palette? One need to get under one's skin my hand on it!""]",Product Inquiry-Availability
"['I want to try 1 of your dewy, natural finish foundation garment. Which one have good coverage but however looks like pelt?']",Product Inquiry-Recommendations
['Unity have a delivery exclusion placard for my order but no other details. Is it lose or delay?'],Customer Support-Order Status
"[""Unity ' m a ravisher blogger interested in potentially get together on tutorials / capacity.""]",Professional Inquiry
['What are the direction for using the modern sun blocker?'],Product Inquiry-Usage Instructions
"[""I placed an order a hebdomad ago merely haven ' t received any shipping telling yet. Can you check the condition?""]",Customer Support-Order Status
['Do you take the anti - age cream available?'],Product Inquiry-Availability
['I got an order rescue exception apprisal simply no early inside information. Is my order lost oregon delayed?'],Customer Support-Order Status
['vitamin a1'],Product Inquiry-Ingredients
['Information technology would be great if you bid more fragrance - innocent options.'],Feedback-Suggestions
"[""It ' s been 10 clarence day and my order all the same shows swear out with no motility. When leave it ship tabu?""]",Customer Support-Order Status
['unintelligent'],Others
"['What lip production would you hint for a farseeing - lasting, comfortable matte lip colour?']",Product Inquiry-Recommendations
"[""Men seem to have gone wild present. With their bare mortise joint, tight pants, prepare eyebrows, manicure nail, and dedicated skin care, they ' re adopting habits typically reserved for women.""]",Feedback-Complaints
['How do I habituate this eco - friendly production?'],Product Inquiry-Usage Instructions
['Follow there a discount on the facial expression scouring?'],Product Inquiry-Price
"['I haven ’ tonne receive any updates on my order, this be bullshit.']",Customer Support-Order Status
"['1 hunted for a initiation with a cream - to - powder formula everywhere on line, and it was only when available on two web site, each pricing it at doubly the standard amount of money.']",Product Inquiry-Availability
['When will the charcoal face wash be rearwards in neckcloth?'],Product Inquiry-Availability
['Can you tell me the leontyne price of the entire skin care place?'],Product Inquiry-Price
"[""What ' s the best product for acne that doesn ' t contain microplastics?""]",Product Inquiry-Recommendations
['I want to recall a few item for a refund simply your policy land product need to be lightly used. Define gently used?'],Customer Support-Returns and Refunds
